storeNo,productNo,price,stock
1545,G114,25.9,88353
1546,G115,19.8,38743
1546,G116,20.8,2528
1544,G117,24.9,94569
1544,G118,24.9,81330
1607,G119,32.4,5706
1589,G120,22.9,68930
1622,G121,13.5,27577
1571,G122,33.9,22844
1584,G123,9.9,61413
1544,G124,79,41575
1617,G125,17.9,56018
1544,G126,36.5,39863
1623,G127,30.5,64019
1543,G128,39.9,23877
1624,G129,32.8,13257
1625,G130,69.9,25877
1626,G131,24.8,62680
1627,G132,69,92673
1628,G133,19.9,83427
1629,G134,550,43738
1542,G135,59.8,47969
1630,G136,25.8,17730
1631,G137,32.8,9198
1632,G138,25.6,89143
1633,G139,24.9,90947
1634,G140,32.9,72566
1635,G141,19.6,14218
1636,G142,16.8,64234
1637,G143,19.9,54688
1638,G144,580,97727
1571,G145,14.8,69200
1565,G146,46.8,95181
1544,G147,36.9,139
1580,G148,39.8,4515
1639,G149,13.9,12618
1640,G150,128,85951
1567,G151,19.9,3704
1641,G152,388,81677
1628,G153,19.9,4189
1619,G154,25.8,53126
1642,G155,19.8,9255
1643,G156,580,35863
1642,G157,59.8,64079
1644,G158,9,32853
1645,G159,32.8,22801
1646,G160,24.9,90618
1617,G161,28.8,99890
1647,G162,39.8,51793
1648,G163,18.8,60992
1589,G164,17.9,55980
1649,G165,15,72432
1650,G166,39.8,2869
1651,G167,178,35378
1550,G168,196,48855
1545,G169,21.9,97441
1545,G170,17.9,46175
1546,G171,20,15671
1546,G172,19.9,80150
1544,G173,80,16169
1571,G174,17.6,8168
1544,G175,119.7,53816
1544,G176,42.8,69013
1544,G177,108,27642
1544,G178,25.9,53360
1586,G179,38.6,42154
1652,G180,679,59002
1653,G181,29.9,27832
1630,G182,15.8,68452
1654,G183,11.8,34724
1642,G184,46.8,74786
1655,G185,23.9,1188
1656,G186,580,33376
1614,G187,9.9,33312
1646,G188,25.8,96918
1657,G189,22.9,74775
1634,G190,39.9,2955
1658,G191,149,85060
1581,G192,19.9,91264
1659,G193,59.9,63986
1660,G194,44.1,11412
1661,G195,29.8,37141
1662,G196,29.8,46517
1663,G197,16.6,82675
1571,G198,19.9,50953
1664,G199,16.8,94273
1665,G200,21.8,326
1666,G201,38,40110
1667,G202,68,94286
1614,G203,10.1,24367
1668,G204,13.8,42523
6,G205,99,78078
1669,G206,24.9,34070
1670,G207,44.9,16830
1671,G208,23.8,22000
1672,G209,20.9,60079
1673,G210,119,92096
1579,G211,38.8,26069
1674,G212,36.9,40859
1675,G213,18.8,77976
1676,G214,37.8,32371
1677,G215,19.8,69228
1678,G216,38.9,92251
1587,G217,95,44364
1594,G218,26.8,50797
1679,G219,109,2969
1680,G220,26.8,12750
1587,G221,199,38766
1681,G222,13.5,13889
1682,G223,13.5,22224
1683,G224,29.8,38901
1684,G225,11.8,90238
1685,G226,14.4,99391
1686,G227,19.8,73910
1545,G228,14.9,29943
1545,G229,34.9,15034
1546,G230,16.8,75397
1546,G231,24.8,58098
1544,G232,39.9,40667
1544,G233,29.9,77925
1544,G234,19.9,85828
1544,G235,58,64367
1544,G236,59,84702
1571,G237,19.9,95888
1577,G238,29.9,15949
1592,G239,149,2828
1683,G240,29.8,98912
1598,G241,24.8,59638
1558,G242,169,4514
1578,G243,33.8,38142
1687,G244,18.8,92033
1688,G245,680,34579
1689,G246,9.9,19933
1558,G247,159,52962
1552,G248,12.9,30923
1618,G249,18.8,32547
1690,G250,29.9,45816
1691,G251,19.8,18018
1692,G252,20.8,77905
1693,G253,32.9,60808
1694,G254,17.8,16916
1695,G255,19.9,42140
1555,G256,48,84688
1659,G257,259,74804
1696,G258,35.9,89704
1697,G259,45.6,12226
1698,G260,25.6,69937
1677,G261,12.8,26900
1699,G262,14.9,21531
1655,G263,13.8,25975
1589,G264,11.9,47364
1598,G265,26.8,18938
1550,G266,126,25803
1700,G267,24,94778
1701,G268,34.9,15388
1702,G269,19.9,49248
1703,G270,26.5,40723
1588,G271,128,6961
1704,G272,29.5,38604
1551,G273,250,57506
1705,G274,26,41987
1678,G275,49.9,12100
1619,G276,29.8,44811
1676,G277,39.8,4008
1706,G278,16.8,65148
1642,G279,32.8,62179
1675,G280,33.9,72615
1707,G281,18.8,49069
1708,G282,29.8,72633
1563,G283,29.9,49960
1545,G284,29.9,53810
1545,G285,9.9,54926
1546,G286,24.9,40091
1546,G287,21.8,19407
1544,G288,139,98047
1544,G289,39.9,19378
1544,G290,39.9,34184
1544,G291,39.9,78986
1544,G292,36.9,62678
1558,G293,33.9,3215
1598,G294,19.9,94166
1563,G295,59.8,47421
6,G296,25.8,95301
1709,G297,39.8,68118
1598,G298,27.8,97691
1698,G299,26.7,34488
1710,G300,27.8,97077
1711,G301,35.9,17442
1669,G302,32.8,1105
1712,G303,59,80908
1681,G304,18.5,95534
1713,G305,42.8,19209
1714,G306,18.8,75013
1715,G307,46,13127
1614,G308,14.9,71612
1716,G309,29.9,73465
1717,G310,23.9,88969
1718,G311,49.8,45283
1719,G312,28.5,18232
1720,G313,34.9,6412
1721,G314,9.9,90247
1722,G315,28.8,1060
1678,G316,25.9,18922
1681,G317,29.9,39685
1607,G318,109.9,38262
1723,G319,68.9,67542
1724,G320,32.8,36929
1725,G321,26.89,63264
1726,G322,29.9,92116
1589,G323,16.9,733
1619,G324,38.8,5098
1727,G325,29.8,89689
1655,G326,86.9,69550
1728,G327,39.9,3820
1628,G328,23,7980
1729,G329,29.8,1073
1730,G330,128,1141
1689,G331,25.8,26425
1547,G332,27.9,88328
1659,G333,59.9,31832
1585,G334,12.8,24374
1561,G335,35.8,49382
1704,G336,59.8,6119
1542,G337,48.9,15563
1649,G338,16.8,18492
1731,G339,19.9,32783
1545,G340,24.9,13670
1545,G341,24.9,9246
1546,G342,3.2,25673
1546,G343,11.8,63165
1544,G344,149,42555
1544,G345,16.8,32501
1544,G346,39.9,75480
1544,G347,9.9,81727
1544,G348,28.9,13923
1681,G349,8.8,26922
1639,G350,13.9,44959
1611,G351,33.9,92983
1551,G352,134,74080
1715,G353,108,7272
1578,G354,15.8,71441
1678,G355,29.9,38506
1571,G356,19.9,96248
1732,G357,60,85120
1733,G358,19.8,48724
1734,G359,32.8,12627
1735,G360,68.8,6635
1736,G361,44,44222
1737,G362,9.9,83386
1558,G363,37.9,28563
1738,G364,19.5,42857
1739,G365,39.9,72817
1740,G366,15.5,36263
1741,G367,31.9,31670
1742,G368,9.9,22334
1743,G369,33.8,13582
1642,G370,89,93316
1744,G371,32.9,64504
1745,G372,26.8,21377
1558,G373,79,35112
1746,G374,36.8,24317
1747,G375,71.8,8933
1594,G376,42.8,9444
1552,G377,19.9,97148
1614,G378,19.9,18135
1748,G379,19.9,35926
1689,G380,26.8,60197
1552,G381,168,15543
1749,G382,105,73573
1750,G383,29.9,57320
1751,G384,59.8,1531
1571,G385,15.1,71052
1752,G386,23.8,59307
1753,G387,49.9,89385
1754,G388,54.8,68540
1742,G389,19.9,97147
1755,G390,39.9,86860
1561,G391,35.8,29283
1649,G392,29.9,74235
1589,G393,11.9,68891
1756,G394,39.9,19470
1757,G395,38,45896
1545,G396,15.9,65616
1545,G397,18.9,99074
1546,G398,16.8,11158
1546,G399,4,38021
1544,G400,158,79040
1758,G401,56.9,10589
1659,G402,59.9,25591
1759,G403,7.98,60165
1544,G404,13.9,22604
1544,G405,39.9,35779
1544,G406,26.9,95382
1544,G407,39.9,82644
1678,G408,49.9,11008
1755,G409,56,95480
1760,G410,19.9,27620
1558,G411,89,65608
1761,G412,15.5,15146
1762,G413,15.8,26566
1589,G414,23.9,25270
1589,G415,14.9,41565
1588,G416,128,3784
1763,G417,19.9,53311
1681,G418,7.5,83822
1764,G419,12.9,11309
1585,G420,25.8,86340
1614,G421,9.9,58668
1642,G422,69,81883
1617,G423,35.5,19833
1765,G424,33.9,5786
1766,G425,69,70467
1561,G426,46.8,68415
1767,G427,19.9,84738
1563,G428,169.5,89926
1680,G429,26.8,53930
1574,G430,16.9,88083
1614,G431,9.9,1860
1571,G432,24.9,61555
1621,G433,32,84528
1768,G434,59.9,9951
1769,G435,188,42694
1630,G436,35.8,79543
1607,G437,29.9,27235
1770,G438,29.9,83810
1771,G439,118,82610
1708,G440,19.5,28659
1772,G441,18.8,92919
1773,G442,28.8,32888
1636,G443,12.8,93863
1774,G444,136,3557
1775,G445,21.8,47616
1301,G446,9.6,54717
1776,G447,11.29,17535
1777,G448,39.8,33486
1778,G449,356.57,43799
1779,G450,14.9,26879
1598,G451,19.9,95549
1780,G452,28.8,2672
1781,G453,19.9,3564
1782,G454,159,88583
1545,G455,9.9,1675
1545,G456,24.9,66786
1544,G457,54.9,4055
1544,G458,49.9,44541
1544,G459,31.9,13164
1544,G460,45.9,17686
1544,G461,69.8,10105
1783,G462,66.9,96139
1784,G463,16.8,20644
1785,G464,29,63743
1786,G465,9.9,62108
1698,G466,30.9,8265
1769,G467,388,94294
1744,G468,58,1042
1787,G469,49.9,96971
1558,G470,169,43968
1788,G471,29.8,37627
1618,G472,26.8,2673
1789,G473,14.9,84882
1790,G474,26.8,9041
1791,G475,48.8,52545
1792,G476,19.5,59174
1704,G477,27.8,70590
1793,G478,575,31224
1781,G479,19.8,84735
1794,G480,14.9,89828
1584,G481,26.9,88191
1683,G482,29.8,46353
1795,G483,29,89686
1796,G484,208,82828
1779,G485,31.8,37621
1797,G486,39.8,19315
1563,G487,108,35958
1598,G488,22.8,53746
1798,G489,68,90945
1799,G490,29.75,39941
1800,G491,16.9,57744
1801,G492,19.8,77809
1795,G493,45,4684
1802,G494,39.9,15900
1803,G495,70,53573
1804,G496,19.9,48743
1805,G497,25,18193
1681,G498,15.5,33233
1806,G499,39.9,18159
1630,G500,18.8,12651
1695,G501,27.8,33492
1622,G502,23.8,32072
1807,G503,29.8,35899
1702,G504,19.9,9581
1808,G505,36.9,81237
1565,G506,19.8,84814
1809,G507,19.9,33019
1810,G508,59.7,37738
1726,G509,59.8,71329
1578,G510,19.9,2369
1545,G511,9.9,88848
1545,G512,11.9,57777
1544,G513,23.8,94844
1544,G514,41.9,52506
1544,G515,39.9,82753
1544,G516,59.8,96472
1544,G517,49.9,30061
1811,G518,27.8,68254
1812,G519,24.8,28947
1813,G520,38,44580
1609,G521,37.8,69876
1592,G522,15.9,95300
1814,G523,31.5,44268
1815,G524,8.8,6374
1681,G525,11.5,91931
1816,G526,13.8,12764
1587,G527,105,34511
6,G528,19.9,51404
1642,G529,29.8,44960
1571,G530,17.9,4913
1801,G531,15.5,93610
1817,G532,34.9,22101
1818,G533,9.9,25380
1819,G534,29.9,98179
1820,G535,18.5,26094
1821,G536,38,64997
1561,G537,26.9,24212
1797,G538,24.5,18275
1691,G539,46.8,50988
1704,G540,59.8,83928
1822,G541,258,93143
1823,G542,42.8,1907
1824,G543,29.9,94410
1825,G544,59.4,45047
1725,G545,138,73384
1826,G546,25.5,1124
1598,G547,29.9,88910
1558,G548,59.9,23642
1827,G549,99,65367
1828,G550,79,17168
1646,G551,19.9,74036
1552,G552,19.8,83100
1829,G553,16.6,25001
1706,G554,13.5,37954
1659,G555,65.9,69079
1601,G556,22.8,1543
1830,G557,24.89,29104
1831,G558,35.8,9188
1565,G559,18.8,93048
1704,G560,29.8,30114
1832,G561,29.9,37162
1833,G562,39.9,79581
1834,G563,74.9,39930
1835,G564,10.9,94759
1836,G565,19.9,65016
1543,G566,24,19396
1545,G567,14.9,67288
1545,G568,17.9,35501
1544,G569,17.8,87079
1544,G570,35.9,37598
1544,G571,29.7,90211
1544,G572,9.9,781
1544,G573,15.5,45857
1614,G574,9.9,70932
1659,G575,99,59779
1593,G576,98,49225
1837,G577,16.8,36764
1838,G578,32.9,94670
1839,G579,8.8,28567
1766,G580,15.8,48181
1598,G581,29.9,78278
1565,G582,39.9,95824
1765,G583,39.6,43364
1552,G584,39.9,44834
1836,G585,80,31528
1583,G586,176,64427
1548,G587,39.9,48084
1723,G588,9.9,93131
1563,G589,49.9,3877
1548,G590,25.9,87171
1840,G591,35.8,25248
1589,G592,17.9,30630
6,G593,25.8,50740
1835,G594,23.8,28833
1841,G595,12.9,78640
1665,G596,23.8,80106
1617,G597,21,30689
1560,G598,109,42407
1842,G599,29.9,4946
1552,G600,29.9,53021
1843,G601,39,50545
1598,G602,14.9,17337
1766,G603,100.8,34286
1618,G604,19.8,69485
1704,G605,69.9,16407
1670,G606,99,13874
1844,G607,39.8,89613
1586,G608,35.8,30154
1845,G609,22.8,70251
1621,G610,22.8,69392
1571,G611,15.8,12330
1846,G612,16.9,85172
1642,G613,36.8,76471
1847,G614,32.8,89049
1594,G615,32.8,30444
1651,G616,178,57638
1725,G617,32.9,20487
1848,G618,29.9,7610
1755,G619,45.3,17363
1829,G620,32,42643
1849,G621,14.8,73497
1850,G622,18.9,71265
1851,G623,15.8,32610
1704,G624,59.8,97466
1642,G625,39.9,93835
1545,G626,17.9,93587
1545,G627,16.9,62643
1544,G628,20.9,53734
1544,G629,43.8,68372
1544,G630,36.9,72139
1544,G631,35.9,53414
1544,G632,51.9,33412
1598,G633,19.9,99469
1852,G634,24.9,75011
1853,G635,18.5,88
1854,G636,26.8,62869
1736,G637,46,8699
1855,G638,36.9,25142
1574,G639,39.8,1447
1796,G640,158,42186
1763,G641,26.8,53279
1642,G642,25.8,16772
1856,G643,149,94863
1857,G644,45,91482
1552,G645,9.9,60007
1596,G646,368,70130
1858,G647,398,36093
1592,G648,14.9,13379
1859,G649,30.5,90090
1642,G650,38.8,47307
1860,G651,575,36319
1564,G652,36.8,28106
1598,G653,25.8,91713
1767,G654,24.9,87441
1589,G655,29.9,24573
1737,G656,47.8,3936
1790,G657,58.8,50682
1657,G658,59.8,77249
1736,G659,48,75676
1713,G660,29.8,30937
1561,G661,36.8,74361
1859,G662,32,52079
1557,G663,79,86871
1670,G664,25.8,57583
1861,G665,15.9,96990
1862,G666,38.8,4926
1863,G667,18.8,56152
1797,G668,25.8,40149
1767,G669,21.9,53510
1864,G670,11.8,46328
1548,G671,38.8,63694
1745,G672,7.9,73594
1865,G673,198,70197
1552,G674,17.6,31756
1866,G675,118,14216
1867,G676,39.8,61347
1649,G677,58.8,32655
1868,G678,37.8,83048
1869,G679,29.6,61037
1565,G680,29.8,64974
1822,G681,128,69611
1545,G682,14.9,49962
1545,G683,22.9,77650
1544,G684,37.5,2886
1544,G685,9.9,17612
1544,G686,49.9,72306
1544,G687,29.9,66104
1544,G688,43.9,51828
1598,G689,16.8,95078
1805,G690,29.9,70596
1552,G691,29.8,56930
1870,G692,29.8,66125
1584,G693,19.9,75403
1871,G694,23.8,24420
1872,G695,26.9,95931
1873,G696,34.8,10167
1874,G697,12.9,90675
1875,G698,34.9,26150
1585,G699,35.8,53777
1547,G700,33.8,56673
1723,G701,29.8,91950
1859,G702,16.6,31110
1571,G703,20.1,27234
1876,G704,12.9,70434
1618,G705,16.8,71837
1621,G706,29.8,55101
1727,G707,18.8,79694
1578,G708,36.8,40700
1877,G709,24.9,78049
1878,G710,9.9,93428
1879,G711,183,94464
1880,G712,29.9,7992
1587,G713,190,83934
1881,G714,39,32882
1735,G715,25.8,36520
1776,G716,11.29,24383
1767,G717,24.9,76374
1692,G718,17.8,47937
1882,G719,48.8,42349
1883,G720,37,37302
1598,G721,14.9,10591
1726,G722,19.8,61640
1884,G723,22.8,79975
1718,G724,23.8,20615
1885,G725,118,25466
1886,G726,289,22299
1727,G727,19.9,2465
1887,G728,26.8,60379
1888,G729,26,61937
1889,G730,29.9,79105
1701,G731,18.8,69817
1890,G732,19.9,67357
1578,G733,33.9,6995
1797,G734,29.8,99947
1891,G735,19,79163
1621,G736,32,16181
1580,G737,29.9,23338
1545,G738,38.9,51878
1545,G739,19.9,38152
1544,G740,25.9,35867
1544,G741,49.9,47419
1544,G742,52.8,66289
1544,G743,59.9,26990
1544,G744,110,28117
1578,G745,27.8,66949
1718,G746,13.5,11325
1698,G747,29.9,3587
1587,G748,105,8225
1689,G749,29.8,13353
1892,G750,39.8,19577
1598,G751,29.9,35177
1589,G752,29.9,96452
1893,G753,9.5,84726
1668,G754,13.8,20272
1894,G755,29.7,93560
1895,G756,49,45519
1875,G757,23.8,26901
1896,G758,129.9,62353
1642,G759,28.8,13067
1630,G760,26.9,18656
1619,G761,18.8,4517
1649,G762,22.8,49042
1563,G763,167.5,88156
1897,G764,96,32615
1898,G765,25.8,9096
1691,G766,21.8,95706
1899,G767,36.9,1431
1900,G768,39.8,82790
1689,G769,19.8,7231
1589,G770,16.9,63697
1558,G771,53.9,97420
1896,G772,129.9,5042
1901,G773,59.9,53392
1634,G774,19.9,90280
1902,G775,28.9,24634
1565,G776,29.9,34446
1634,G777,59.9,26743
1617,G778,19.8,34196
1745,G779,8.8,88661
1903,G780,299,91755
1727,G781,36.8,838
1578,G782,19.9,39876
1797,G783,22.6,549
1904,G784,73,87131
1563,G785,99,16625
1651,G786,178,182
1905,G787,59.9,62008
1906,G788,52,22496
1907,G789,688,74413
1622,G790,19.9,88549
1649,G791,26.9,14547
1883,G792,65,33487
1908,G793,51.2,16288
1545,G794,17.9,38239
1545,G795,35,70698
1544,G796,9.5,32747
1739,G797,38.8,71897
1763,G798,44.8,3616
1909,G799,53.1,76288
1544,G800,13.8,48198
1544,G801,59.8,86032
1544,G802,23.8,1848
1544,G803,9.9,58906
1589,G804,16.9,51085
1634,G805,29.9,32227
1910,G806,25.9,21537
1592,G807,17.9,75187
1598,G808,19.9,80409
1642,G809,36.9,39944
1911,G810,13.9,31391
1719,G811,19.9,53164
1672,G812,41.4,26350
1912,G813,27,34605
1913,G814,26.8,91107
1557,G815,35.8,61441
1626,G816,11.9,74737
1914,G817,89,12654
1915,G818,29.9,45529
1584,G819,9.9,60109
1916,G820,38.9,46323
1917,G821,98,546
1918,G822,9.9,3009
1552,G823,19.9,16148
1919,G824,128,69125
1565,G825,29.8,78308
1658,G826,88,57750
1659,G827,129,55498
1667,G828,68,54422
1557,G829,28.8,86421
1617,G830,27.4,42424
1920,G831,22.9,6724
1667,G832,59,59963
1921,G833,25.8,30828
1922,G834,17.9,37681
1923,G835,29.9,85653
1770,G836,39.9,64371
1715,G837,68,91183
1594,G838,23.8,39724
1924,G839,29.9,58765
1589,G840,118,78889
1899,H01,48,7022
1544,H02,19.9,5135
1545,H03,11.9,97784
1545,H04,9.9,47665
1546,H05,26.8,51553
1546,H06,12.8,2880
1925,H07,29.9,54074
1925,H08,9.2,78253
1619,H09,48.8,63457
1740,H10,17.5,1476
1642,H11,32.8,58330
1926,H12,18.8,53139
1927,H13,109,21625
1928,H14,19.9,82759
1571,H15,19.8,98826
1598,H16,16.9,3743
1544,H17,49.9,72757
1598,H18,9.9,8789
1657,H19,14.9,10744
1552,H20,15.9,410
1571,H21,35.8,8926
1594,H22,27.9,8152
1619,H23,56.8,79992
1544,H24,36.9,52721
1544,H25,29.5,45739
1544,H26,59.9,17435
1736,H27,36,69026
1929,H28,23.9,89197
1646,H29,14.8,88878
1554,H30,99,52813
1797,H31,23.8,76096
1930,H32,35.8,25996
1931,H33,21.9,84075
1797,H34,28.8,85070
1928,H35,39.8,50825
1642,H36,35.9,12868
1926,H37,9.9,22514
1932,H38,29.8,76090
1594,H39,33.8,38185
1933,H40,40.8,63219
1723,H41,11.8,98539
1622,H42,35.9,56863
1723,H43,12.9,27878
1934,H44,12.8,83926
1935,H45,39.9,5698
1552,H46,25.8,60768
1934,H47,19.8,29467
1779,H48,9.9,39167
1936,H49,9.9,17781
1937,H50,8.9,59974
1938,H51,6.98,94789
1622,H52,29.9,78160
1939,H53,29.9,86157
1740,H54,39.8,97236
1940,H55,19.9,95341
1781,H56,24.9,83533
1941,H57,65.9,97926
1545,H58,12.9,48389
1545,H59,21.9,33708
1546,H60,9.9,11131
1546,H61,9.9,44310
1925,H62,14.9,41818
1598,H63,29.9,77866
1598,H64,26.8,67904
1571,H65,9.9,43026
1544,H66,45.9,65616
1544,H67,6.5,37366
1544,H68,18.9,37185
1544,H69,38,96211
1544,H70,69.9,67701
1571,H71,9.9,46704
1797,H72,17.5,86279
1578,H73,18.8,65401
1942,H74,25.8,25527
1943,H75,14.8,89116
1628,H76,23.9,1117
1944,H77,28.8,13076
1945,H78,39.8,81153
1727,H79,26.8,45890
1946,H80,19.9,18983
1692,H81,17.9,34855
1854,H82,27.8,52673
1594,H83,29.9,72765
1854,H84,24.8,48545
1657,H85,26.8,2276
1691,H86,10.8,43581
1940,H87,29.8,4278
1740,H88,14.8,37545
1941,H89,79,1037
1589,H90,11.9,14151
1947,H91,39.8,76545
1928,H92,12.9,19687
1948,H93,27.8,20203
1949,H94,9.9,39945
1950,H95,18.8,24648
1619,H96,29.9,43016
1578,H97,15.8,46477
1869,H98,19.9,14232
1797,H99,39.8,64852
1941,H100,49.9,45851
1563,H101,59,56626
1947,H102,28.8,59876
1646,H103,16.8,33663
1951,H104,47.9,75520
1952,H105,88,32290
1691,H106,26.8,66329
1953,H107,62,46279
1954,H108,29.9,77393
1642,H109,39.8,67597
1740,H110,29.9,89886
1955,H111,20.8,17895
1956,H112,14.9,58763
1767,H113,18.9,26413
1545,H114,25.9,41002
1545,H115,11.9,80398
1546,H116,3.2,92342
1546,H117,24.9,10938
1544,H118,8.8,16113
1571,H119,29.9,60109
1598,H120,24.8,21531
1544,H121,21.5,7773
1544,H122,19.8,69759
1598,H123,9.9,22625
1544,H124,11.9,43822
1544,H125,11.9,66325
1571,H126,19.9,75144
1928,H127,29.8,28218
1941,H128,62.9,3505
1926,H129,9.9,5558
1649,H130,49.9,84224
1941,H131,88,64528
1957,H132,35,78370
1592,H133,9.9,54905
1552,H134,17.9,73962
1958,H135,14.8,21983
1797,H136,39.8,65052
1959,H137,56.5,39734
1960,H138,22.6,22662
1936,H139,0.28,66132
1642,H140,38.8,14512
1646,H141,9.9,83595
1961,H142,39.9,26068
1642,H143,29.8,88686
1943,H144,18.8,18960
1646,H145,16.8,97780
1649,H146,32.8,59536
1797,H147,39.8,40428
1957,H148,44.9,35156
1592,H149,29.9,20950
1962,H150,54.9,11881
1740,H151,22,72807
1963,H152,65,46905
1899,H153,48,91158
1964,H154,20.8,81362
1691,H155,30.8,35196
1552,H156,14.8,4409
1942,H157,17.5,59523
1939,H158,19.5,68045
1926,H159,24.5,15634
1628,H160,9.9,10921
1854,H161,37.8,13903
1602,H162,58,62676
1766,H163,66.5,84053
1801,H164,9.9,65525
1578,H165,9.9,45932
1723,H166,9.9,84559
1934,H167,33.8,49672
1767,H168,15.9,44923
1781,H169,22.8,3271
1545,H170,24.9,88354
1545,H171,12.9,84891
1546,H172,11.5,81205
1546,H173,1.45,1111
1544,H174,39.9,78950
1544,H175,25,99844
1598,H176,9.9,42295
1544,H177,25,75743
1544,H178,6.5,97551
1544,H179,19.9,38381
1598,H180,15.5,7575
1552,H181,15.9,83222
1965,H182,18.8,12349
1966,H183,16.8,98952
1571,H184,29.8,30357
1571,H185,9.9,35283
1941,H186,60.9,5285
1642,H187,58,30192
1941,H188,49.9,78378
1592,H189,9.9,116
1797,H190,34.8,86312
1797,H191,36.8,93311
1642,H192,28.9,67953
1940,H193,19.8,28085
1589,H194,15.9,99503
1781,H195,12.8,60297
1552,H196,28.9,87523
1967,H197,59.6,23788
1619,H198,28.9,57586
1854,H199,27.8,35278
1691,H200,11.8,18921
1592,H201,27.9,22882
1737,H202,27.8,32928
1765,H203,64.8,64275
1955,H204,16.5,15160
1646,H205,18.8,53501
1619,H206,28.5,74363
1578,H207,9.9,8043
1767,H208,12.9,98429
1968,H209,16.6,42084
1646,H210,9.9,89327
1951,H211,29.9,18071
1928,H212,105,60304
1869,H213,26.8,18127
1969,H214,32.5,75676
1970,H215,34.5,1018
1962,H216,40.9,41831
1958,H217,14.8,98759
1955,H218,9.8,31145
1971,H219,29.9,99442
1723,H220,9.8,37682
1779,H221,24.8,90054
1934,H222,39.8,27040
1972,H223,49.9,58119
1934,H224,34.8,34814
1973,H225,149,77555
1974,H226,39,69513
1975,H227,11.8,74645
1594,H228,19.9,22488
1545,H229,12.9,95351
1544,H230,29.9,2482
1544,H231,11.9,66264
1544,H232,35,73969
1544,H233,25,82610
1544,H234,25.8,830
1598,H235,28.8,52391
1797,H236,49.8,99146
1797,H237,28.8,50446
1571,H238,18.8,55701
1941,H239,49.9,87959
1598,H240,9.9,6412
1642,H241,19.8,87096
1571,H242,9.9,34395
1955,H243,24.8,95035
1941,H244,36.9,92487
1646,H245,16.8,14622
1619,H246,35.8,29886
1592,H247,9.9,5537
1589,H248,13.9,46325
1731,H249,19.9,16557
1928,H250,17.8,62944
1928,H251,29.8,61471
1723,H252,20.8,85874
1976,H253,24.9,55346
1939,H254,34.8,66221
1822,H255,72.8,10178
1731,H256,19.9,46810
1841,H257,19.9,96910
1977,H258,39.9,97938
1942,H259,23.8,67599
1580,H260,49.9,26996
1589,H261,11.9,43985
1978,H262,20.8,9575
1979,H263,13.8,13002
1698,H264,19.9,51317
1980,H265,19.9,41692
1737,H266,17.8,43521
1947,H267,39.9,39909
1578,H268,19.9,48179
1981,H269,19.9,84159
1982,H270,9.8,47000
1983,H271,9.7,63519
1689,H272,26.8,74085
1740,H273,24.8,95576
1649,H274,25.9,58768
1646,H275,17.8,40496
1740,H276,19.8,80735
1899,H277,49,98704
1779,H278,15.1,98992
1984,H279,32.5,12067
1767,H280,9.9,5712
1727,H281,18.8,34684
1737,H282,9.8,33654
1657,H283,9.9,89544
1657,H284,9.9,39907
1544,H285,17.9,8371
1544,H286,8.9,4442
1544,H287,25,4828
1544,H288,8.9,75400
1544,H289,28.9,30237
1797,H290,55.8,74146
1797,H291,19.5,55396
1598,H292,24.8,71260
1571,H293,19.9,78615
1928,H294,19.8,57812
1571,H295,22.8,67671
1598,H296,9.9,11548
1737,H297,15.8,49209
1740,H298,19.8,70325
1854,H299,34.5,97134
1941,H300,69,55314
1919,H301,8.5,57541
1682,H302,29.9,1432
1737,H303,9.9,45325
1689,H304,39.8,69352
1934,H305,19.8,71262
1578,H306,13.8,99119
1882,H307,27.8,4731
1980,H308,12.8,87455
1607,H309,42.9,50137
1691,H310,18.8,13468
1649,H311,16.4,31703
1941,H312,66,77540
1985,H313,1.8,63716
1986,H314,17.9,97679
1158,H315,15.8,33513
1841,H316,19.8,76848
1671,H317,35.9,5139
1578,H318,25.5,9916
1740,H319,32.8,70725
1963,H320,59,34764
1926,H321,19.8,80436
1646,H322,19.8,46687
1987,H323,58.8,78846
1723,H324,9.9,56879
1967,H325,38,94758
1777,H326,29.9,26117
1969,H327,62.8,53572
1854,H328,26.9,74899
1926,H329,29.8,11988
1934,H330,23.8,44816
6,H331,39.9,66377
1723,H332,24.8,81485
1676,H333,49.8,24390
1932,H334,9.98,32561
1952,H335,99,25823
1951,H336,26.9,89656
1988,H337,25.9,91805
1834,H338,25.8,66440
1989,H339,29.9,94874
1955,H340,9.9,55023
1544,H341,15.9,18319
1544,H342,45.8,16675
1544,H343,5.9,29874
1544,H344,25,41220
1544,H345,17,37483
1797,H346,39.8,61678
1797,H347,66.8,32547
1571,H348,17.9,67856
1571,H349,29.9,29768
1598,H350,18.8,37536
1737,H351,20.8,6423
1598,H352,29.9,17194
1737,H353,15.8,17035
1941,H354,59.9,5772
1934,H355,11.8,90159
1934,H356,19.8,97976
1990,H357,23.9,77621
1991,H358,9.9,58140
1992,H359,29.9,9972
1740,H360,18.8,3412
1963,H361,59,59969
1993,H362,15.8,10441
1578,H363,19.8,69557
1642,H364,7.5,55116
1779,H365,9.9,71752
1994,H366,69.9,3555
1963,H367,39,21234
1698,H368,38,50589
1676,H369,36.8,34457
1578,H370,15.8,17549
1942,H371,18.5,53773
1995,H372,18.8,59396
1996,H373,34,99054
1646,H374,18.5,51068
1997,H375,29.9,22109
1585,H376,19.5,62953
